(0.78, 1.15)
(0.76, 1.15)
(0.73, 1.15)
(0.71, 1.15)
(0.68, 1.15)
(0.65, 1.15)
(0.63, 1.15)
(0.6, 1.15)
(0.58, 1.15)
(0.55, 1.15)
(0.52, 1.15)
(0.5, 1.15)
(0.47, 1.15)
(0.43, 1.13)
(0.41, 1.12)
(0.38, 1.09)
(0.36, 1.07)
(0.35, 1.05)
(0.35, 1.01)
(0.35, 0.98)
(0.35, 0.95)
(0.35, 0.93)
(0.35, 0.9)
(0.35, 0.87)
(0.36, 0.84)
(0.36, 0.82)
(0.36, 0.79)
(0.36, 0.77)
(0.36, 0.74)
(0.36, 0.71)
(0.36, 0.69)
(0.36, 0.66)
(0.37, 0.63)
(0.39, 0.6)
(0.4, 0.58)
(0.43, 0.56)
(0.45, 0.54)
(0.49, 0.54)
(0.5, 0.55)
(0.54, 0.55)
(0.56, 0.55)
(0.59, 0.55)
(0.61, 0.55)
(0.64, 0.55)
(0.67, 0.55)
(0.69, 0.55)
(0.72, 0.55)
(0.74, 0.55)
(0.77, 0.55)
(0.8, 0.55)
(0.83, 0.55)
(0.85, 0.56)
(0.88, 0.55)
(0.9, 0.55)
(0.91, 0.55)
(0.94, 0.54)
(0.98, 0.53)
(1.01, 0.53)
(1.03, 0.53)
(1.05, 0.52)
(1.06, 0.5)
(1.07, 0.49)
(1.07, 0.47)
(1.08, 0.46)
(1.08, 0.44)
(1.09, 0.43)
(1.1, 0.4)
(1.12, 0.36)
(1.13, 0.33)
(1.14, 0.31)
(1.14, 0.28)
(1.15, 0.25)
(1.15, 0.23)
(1.15, 0.21)
(1.15, 0.18)
(1.15, 0.15)
(1.15, 0.12)
(1.15, 0.1)
(1.16, 0.07)
(1.16, 0.05)
(1.16, 0.02)
(1.16, -0.01)
(1.16, -0.04)
(1.16, -0.06)
(1.15, -0.09)
(1.15, -0.11)
(1.15, -0.14)
(1.15, -0.17)
(1.14, -0.19)
(1.15, -0.22)
(1.15, -0.24)
(1.15, -0.27)
(1.15, -0.29)
(1.15, -0.32)
(1.15, -0.34)
(1.15, -0.37)
(1.15, -0.4)
(1.16, -0.43)
(1.16, -0.45)
(1.16, -0.48)
(1.16, -0.5)
(1.16, -0.53)
(1.16, -0.56)
(1.16, -0.58)
(1.16, -0.61)
(1.16, -0.63)
(1.16, -0.66)
(1.16, -0.69)
(1.16, -0.72)
(1.16, -0.74)
